StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q18,Gender,Investing knowledge,Age,Education,Household income,Ethnicity,Stock_1,Q26,Q22,Gender,Investing knowledge,Age,Education,Household income,Ethnicity,Stock_1,Q25
2022-04-06 16:34:25,2022-04-06 16:35:35,IP Address,65.186.4.50,100,69,True,2022-04-06 16:35:36,R_1DIss1Y45DIcHXy,,,,,39.3359999999999985220711096189916133880615234375,-84.312600000000003319655661471188068389892578125,anonymous,EN,,,,,,,,,,611835be0f28bf9aaa51745d,Male,10+ years,20-59,Postgraduate,$150k+,White,39,
2022-04-06 16:34:23,2022-04-06 16:36:05,IP Address,76.210.185.217,100,101,True,2022-04-06 16:36:05,R_3hn0vaABhM2P4Pe,,,,,30.508900000000000574118530494160950183868408203125,-97.67959999999999354258761741220951080322265625,anonymous,EN,,,,,,,,,,5a6b7f02e6cc4a0001b6a591,Female,10+ years,20-59,High School,$100-$150k,White,34,
2022-04-06 16:35:30,2022-04-06 16:36:12,IP Address,72.241.187.37,100,42,True,2022-04-06 16:36:13,R_1qg4yudeLQ62wZj,,,,,41.70519999999999782858139951713383197784423828125,-83.6426000000000016143530956469476222991943359375,anonymous,EN,5f54eeabaee77587d1efae3f,Female,5-10 years,20-59,Undergraduate,$100-$150k,White,26,,,,,,,,,,
2022-04-06 16:35:21,2022-04-06 16:36:16,IP Address,205.127.79.2,100,55,True,2022-04-06 16:36:16,R_3R8xSedsMV3S8p8,,,,,40.6570999999999997953636921010911464691162109375,-111.8342999999999989313437254168093204498291015625,anonymous,EN,,,,,,,,,,5c07046396378a000119561f,Male,1-5 years,20-59,Undergraduate,$50-$100k,White,28,
2022-04-06 16:34:02,2022-04-06 16:36:17,IP Address,108.28.124.2,100,135,True,2022-04-06 16:36:17,R_3qPcpkrfYE0pmzJ,,,,,38.9307000000000016370904631912708282470703125,-77.1672999999999973397279973141849040985107421875,anonymous,EN,,,,,,,,,,5f09f32e3713fd0a744dd172,Male,5-10 years,20-59,Undergraduate,$150k+,Asian,70,
2022-04-06 16:35:04,2022-04-06 16:36:30,IP Address,98.168.170.185,100,86,True,2022-04-06 16:36:30,R_27WLPnAsfRZKP9k,,,,,35.233800000000002228262019343674182891845703125,-97.4094999999999942019712761975824832916259765625,anonymous,EN,,,,,,,,,,6110e4a480a58e39115ab614,Male,1-5 years,20-59,Undergraduate,$100-$150k,Black,40,
2022-04-06 16:35:15,2022-04-06 16:36:35,IP Address,75.143.149.227,100,80,True,2022-04-06 16:36:36,R_3PQXQZVFb6yFbKw,,,,,36.5818000000000012050804798491299152374267578125,-87.4162000000000034560798667371273040771484375,anonymous,EN,614e19189328eea2f02b44a7,Female,0-1 year,20-59,High School,<$25k,Hispanic,9,,,,,,,,,,
2022-04-06 16:35:55,2022-04-06 16:36:37,IP Address,66.91.43.229,100,41,True,2022-04-06 16:36:37,R_2S8JxQlabIikFDz,,,,,21.2890000000000014779288903810083866119384765625,-157.80279999999999063220457173883914947509765625,anonymous,EN,5e3b6e5fc93d043936a0bf2d,Male,5-10 years,20-59,Undergraduate,$50-$100k,Asian,71,,,,,,,,,,
2022-04-06 16:35:24,2022-04-06 16:36:40,IP Address,72.49.228.90,100,76,True,2022-04-06 16:36:40,R_6LI8AMTsgPvxtXX,,,,,39.1090999999999979763742885552346706390380859375,-84.6081999999999965211827657185494899749755859375,anonymous,EN,,,,,,,,,,5de2b1568f5cd52ecc1b14b8,Male,10+ years,20-59,High School,$25-$50k,White,20,
2022-04-06 16:36:01,2022-04-06 16:36:42,IP Address,71.121.241.29,100,40,True,2022-04-06 16:36:42,R_Buj6uKCpvXYYciR,,,,,39.2725999999999970668795867823064327239990234375,-76.861400000000003274180926382541656494140625,anonymous,EN,5f5ab115b8e6411bcb5dadf1,Male,1-5 years,20-59,Undergraduate,$150k+,Black,66,,,,,,,,,,
2022-04-06 16:35:54,2022-04-06 16:36:42,IP Address,71.231.152.118,100,48,True,2022-04-06 16:36:42,R_21omvDxQleSG4HN,,,,,47.83019999999999782858139951713383197784423828125,-122.33310000000000172803993336856365203857421875,anonymous,EN,,,,,,,,,,5c2d426389f035000175d171,Male,10+ years,20-59,Postgraduate,$150k+,Hispanic,20,
2022-04-06 16:35:58,2022-04-06 16:36:45,IP Address,47.217.197.156,100,46,True,2022-04-06 16:36:45,R_3mkLBvopppRIlgJ,,,,,35.6304999999999978399500832892954349517822265625,-95.96649999999999636202119290828704833984375,anonymous,EN,,,,,,,,,,61281adc2801831deef9a86d,Female,0-1 year,20-59,Associate,$25-$50k,White,10,
2022-04-06 16:35:25,2022-04-06 16:36:48,IP Address,24.162.190.112,100,82,True,2022-04-06 16:36:48,R_248lPa0u4e8w2gE,,,,,26.251599999999999823785401531495153903961181640625,-98.2270999999999929741534288041293621063232421875,anonymous,EN,6107704ce2b1dc206c3dfff1,Male,1-5 years,20-59,High School,$50-$100k,Hispanic,41,,,,,,,,,,
2022-04-06 16:36:28,2022-04-06 16:37:03,IP Address,136.37.19.43,100,34,True,2022-04-06 16:37:04,R_VVbR2BAR1DoGLE5,,,,,39.19950000000000045474735088646411895751953125,-94.52649999999999863575794734060764312744140625,anonymous,EN,57a08ec3dcff7d0001c7ce99,Female,1-5 years,20-59,Postgraduate,$50-$100k,White,35,,,,,,,,,,
2022-04-06 16:35:48,2022-04-06 16:37:06,IP Address,76.208.34.223,100,78,True,2022-04-06 16:37:07,R_1cVdjcpMUQtv55l,,,,,30.65520000000000067075234255753457546234130859375,-93.896399999999999863575794734060764312744140625,anonymous,EN,,,,,,,,,,6075ff702ca9dd94767cca11,Male,10+ years,20-59,High School,$25-$50k,White,75,
2022-04-06 16:36:40,2022-04-06 16:37:08,IP Address,99.45.246.70,100,27,True,2022-04-06 16:37:08,R_Rb17l2O3NZO9SrD,,,,,28.558800000000001517719283583573997020721435546875,-81.349500000000006139089236967265605926513671875,anonymous,EN,,,,,,,,,,6053d496c98d5c302ec2e31d,Female,10+ years,20-59,Undergraduate,$25-$50k,White,70,
2022-04-06 16:36:17,2022-04-06 16:37:21,IP Address,70.117.12.142,100,63,True,2022-04-06 16:37:21,R_1Kevqw6XnaWAaqe,,,,,29.41870000000000118234311230480670928955078125,-98.68819999999999481588019989430904388427734375,anonymous,EN,,,,,,,,,,5dda9b9a9d9e30a06d320ffb,Male,5-10 years,20-59,Undergraduate,$50-$100k,White,0,
2022-04-06 16:36:10,2022-04-06 16:37:34,IP Address,99.108.141.65,100,83,True,2022-04-06 16:37:35,R_3rOfSny6nD9qcvH,,,,,37.415199999999998681232682429254055023193359375,-122.122399999999998954081092961132526397705078125,anonymous,EN,,,,,,,,,,5fbc2c78c568aa0c84232ce2,Female,1-5 years,20-59,Postgraduate,$150k+,White,40,
2022-04-06 16:36:47,2022-04-06 16:37:49,IP Address,129.219.8.177,100,61,True,2022-04-06 16:37:49,R_1n8wQgra2G5o6yU,,,,,33.430599999999998317434801720082759857177734375,-111.925600000000002864908310584723949432373046875,anonymous,EN,,,,,,,,,,60d77cc866fdfea144f483be,Male,1-5 years,20-59,Undergraduate,$100-$150k,White,32,
2022-04-06 16:36:53,2022-04-06 16:37:54,IP Address,173.17.137.97,100,60,True,2022-04-06 16:37:54,R_27l48pCaESy6NTm,,,,,40.30720000000000169393388205207884311676025390625,-88.1444999999999936335370875895023345947265625,anonymous,EN,5d8b32e664ac880018630273,Male,1-5 years,20-59,Undergraduate,$25-$50k,White,45,,,,,,,,,,
2022-04-06 16:18:58,2022-04-06 16:37:57,IP Address,128.252.11.235,100,1138,True,2022-04-06 16:37:57,R_1CEeQgGPnlm44wo,,,,,38.64330000000000353566065314225852489471435546875,-90.25749999999999317878973670303821563720703125,anonymous,EN,5d3522b6eac3d50017df02cb,Male,5-10 years,20-59,Postgraduate,$50-$100k,Asian,61,,,,,,,,,,
2022-04-06 16:36:19,2022-04-06 16:38:00,IP Address,71.197.57.83,100,101,True,2022-04-06 16:38:00,R_297imMYjykw0T4p,,,,,29.66689999999999827196006663143634796142578125,-81.6578999999999979308995534665882587432861328125,anonymous,EN,616cc1dbaeb2cd094123dd52,Female,1-5 years,20-59,Undergraduate,$50-$100k,White,22,,,,,,,,,,
2022-04-06 16:37:18,2022-04-06 16:38:06,IP Address,172.58.59.8,100,48,True,2022-04-06 16:38:06,R_2c6kN2G17tpWaby,,,,,39.738799999999997680788510479032993316650390625,-104.9868000000000023419488570652902126312255859375,anonymous,EN,,,,,,,,,,5f47fbe03c255115b01b09cf,Male,1-5 years,20-59,High School,$50-$100k,White,69,
2022-04-06 16:36:54,2022-04-06 16:38:17,IP Address,73.137.168.223,100,82,True,2022-04-06 16:38:17,R_3OjmSvKJ3ihKUnO,,,,,33.87749999999999772626324556767940521240234375,-84.501699999999999590727384202182292938232421875,anonymous,EN,615bda54579c732bbf0ea778,Male,1-5 years,20-59,Undergraduate,$25-$50k,Black,66,,,,,,,,,,
2022-04-06 16:37:11,2022-04-06 16:38:24,IP Address,71.162.2.192,100,72,True,2022-04-06 16:38:24,R_essQziX5gSwmUY9,,,,,40.472499999999996589394868351519107818603515625,-79.910899999999998044586391188204288482666015625,anonymous,EN,,,,,,,,,,5fc521555cd05b000cfe0998,Female,5-10 years,20-59,Postgraduate,$25-$50k,White,68,
2022-04-06 16:35:16,2022-04-06 16:38:24,IP Address,47.39.238.57,100,187,True,2022-04-06 16:38:24,R_1IgBXlo7uVosDIt,,,,,33.370800000000002683009370230138301849365234375,-84.8153999999999967940311762504279613494873046875,anonymous,EN,5c51bcaeb7449200013a8517,Male,5-10 years,20-59,Undergraduate,$50-$100k,White,70,,,,,,,,,,
2022-04-06 16:34:09,2022-04-06 16:38:44,IP Address,76.188.88.55,100,274,True,2022-04-06 16:38:44,R_3kBe8omZqLjiGV5,,,,,42.075299999999998590283212251961231231689453125,-80.0670999999999963847585604526102542877197265625,anonymous,EN,5c4d5328889752000156a11d,Male,0-1 year,20-59,Undergraduate,$25-$50k,White,16,,,,,,,,,,
2022-04-06 16:33:13,2022-04-06 16:38:47,IP Address,174.111.22.233,100,333,True,2022-04-06 16:38:47,R_3qqe3dGFOKcyHGp,,,,,36.09129999999999682813722756691277027130126953125,-80.327100000000001500666257925331592559814453125,anonymous,EN,5e7d36612c3f693c3e1cf020,Male,10+ years,20-59,Undergraduate,$25-$50k,White,25,,,,,,,,,,
2022-04-06 16:38:07,2022-04-06 16:38:48,IP Address,65.184.235.235,100,40,True,2022-04-06 16:38:48,R_1cTh2bsrUcncIKK,,,,,34.30330000000000012505552149377763271331787109375,-77.8038999999999987267074175179004669189453125,anonymous,EN,5fc84279fff9b01c16046778,Female,1-5 years,20-59,Postgraduate,$100-$150k,White,35,,,,,,,,,,
2022-04-06 16:29:28,2022-04-06 16:39:01,IP Address,47.38.160.219,100,573,True,2022-04-06 16:39:01,R_2uKzSilRDFXtKEt,,,,,32.797899999999998499333742074668407440185546875,-97.358599999999995588950696401298046112060546875,anonymous,EN,6119d9f5a882080ef1c9e9e6,Male,1-5 years,20-59,Undergraduate,$50-$100k,White,80,,,,,,,,,,
2022-04-06 16:37:24,2022-04-06 16:39:09,IP Address,69.65.91.231,100,104,True,2022-04-06 16:39:09,R_3qvVUHqI259yct0,,,,,26.27289999999999992041921359486877918243408203125,-80.2600000000000051159076974727213382720947265625,anonymous,EN,611e7207aaf352cb4c807e78,Male,5-10 years,20-59,Associate,$50-$100k,White,90,,,,,,,,,,
2022-04-06 16:38:50,2022-04-06 16:39:18,IP Address,67.85.220.145,100,28,True,2022-04-06 16:39:19,R_8oYAm45euM00M13,,,,,40.59779999999999944293449516408145427703857421875,-74.000100000000003319655661471188068389892578125,anonymous,EN,61099e23edf2abf6f943ebe3,Male,1-5 years,20-59,Undergraduate,$25-$50k,White,59,,,,,,,,,,
2022-04-06 16:37:48,2022-04-06 16:39:19,IP Address,75.138.168.138,100,90,True,2022-04-06 16:39:19,R_etaLfFHTlemHv45,,,,,35.6173000000000001818989403545856475830078125,-87.03170000000000072759576141834259033203125,anonymous,EN,60fd588771ae861f9244f93d,Female,10+ years,60+,Undergraduate,$50-$100k,White,61,,,,,,,,,,
2022-04-06 16:38:57,2022-04-06 16:39:27,IP Address,68.184.17.37,100,29,True,2022-04-06 16:39:27,R_2cphRnFSvCDyHWY,,,,,41.88719999999999998863131622783839702606201171875,-72.1436000000000063892002799548208713531494140625,anonymous,EN,,,,,,,,,,5ea8154dcfd4dd20473ed88e,Male,5-10 years,20-59,Undergraduate,$25-$50k,White,74,
2022-04-06 16:38:48,2022-04-06 16:39:39,IP Address,104.159.183.195,100,50,True,2022-04-06 16:39:39,R_30cTFSLNcrP8YUM,,,,,46.8153999999999967940311762504279613494873046875,-92.1951999999999998181010596454143524169921875,anonymous,EN,,,,,,,,,,5e876872ca754f08ceb52e9e,Female,0-1 year,20-59,Undergraduate,$100-$150k,Other,30,
2022-04-06 16:38:08,2022-04-06 16:39:43,IP Address,147.253.242.170,100,94,True,2022-04-06 16:39:44,R_YRoNtKjMbaYnZ05,,,,,34.7665999999999968395059113390743732452392578125,-84.98480000000000700310920365154743194580078125,anonymous,EN,,,,,,,,,,60928b55a027ee7893ed76e5,Male,5-10 years,20-59,High School,$25-$50k,White,65,
2022-04-06 16:39:19,2022-04-06 16:39:56,IP Address,75.133.29.59,100,37,True,2022-04-06 16:39:57,R_24imuWytsIlkl3i,,,,,44.44550000000000267164068645797669887542724609375,-83.3580999999999932015271042473614215850830078125,anonymous,EN,5fc2c0cfdb80f9025c6b4810,Female,1-5 years,20-59,Undergraduate,$50-$100k,White,61,,,,,,,,,,
2022-04-06 16:39:28,2022-04-06 16:40:17,IP Address,99.111.166.84,100,49,True,2022-04-06 16:40:17,R_295qbrbBZWf1kcM,,,,,29.4551000000000016143530956469476222991943359375,-98.649799999999999045030563138425350189208984375,anonymous,EN,,,,,,,,,,61118cf8dd195d72acb7594a,Male,10+ years,20-59,Undergraduate,$100-$150k,White,100,
2022-04-06 16:38:48,2022-04-06 16:40:35,IP Address,69.122.4.92,100,106,True,2022-04-06 16:40:35,R_OwiCMGyIDT5ruYF,,,,,40.852699999999998681232682429254055023193359375,-74.651399999999995316102285869419574737548828125,anonymous,EN,60cefee15b44bd17785295f1,Male,10+ years,60+,Postgraduate,$50-$100k,Asian,57,,,,,,,,,,
2022-04-06 16:39:52,2022-04-06 16:40:36,IP Address,169.232.110.143,100,44,True,2022-04-06 16:40:36,R_3G95haM9lk1u30X,,,,,32.7404999999999972715158946812152862548828125,-117.09350000000000591171556152403354644775390625,anonymous,EN,,,,,,,,,,58ae59babb9e0f0001acb414,Male,1-5 years,< 20,Undergraduate,$100-$150k,Asian,68,
2022-04-06 16:39:43,2022-04-06 16:40:42,IP Address,73.49.231.123,100,58,True,2022-04-06 16:40:42,R_Dpfw4hoeAGg3iU1,,,,,26.717999999999999971578290569595992565155029296875,-80.0989000000000004320099833421409130096435546875,anonymous,EN,539850c7fdf99b1ccc3f1302,Female,1-5 years,20-59,Postgraduate,$50-$100k,Hispanic,60,,,,,,,,,,
2022-04-06 16:39:54,2022-04-06 16:40:43,IP Address,72.225.168.98,100,49,True,2022-04-06 16:40:43,R_11YfDbua5DWZEzq,,,,,40.7359000000000008867573342286050319671630859375,-73.990399999999993951860233210027217864990234375,anonymous,EN,5c6f00110b99a000018cc3c1,Female,1-5 years,20-59,Undergraduate,$150k+,White,50,,,,,,,,,,
2022-04-06 16:39:44,2022-04-06 16:40:53,IP Address,172.58.187.246,100,68,True,2022-04-06 16:40:53,R_1Dtz4iXJA0X0yJp,,,,,38.89569999999999794226823723874986171722412109375,-77.0443000000000068894223659299314022064208984375,anonymous,EN,5e7b815adb5aba05af6e6cc7,Male,1-5 years,20-59,Undergraduate,$50-$100k,White,47,,,,,,,,,,
2022-04-06 16:39:55,2022-04-06 16:40:55,IP Address,96.235.185.38,100,60,True,2022-04-06 16:40:55,R_2P2162LLGhbw4py,,,,,39.94839999999999946567186270840466022491455078125,-74.9874999999999971578290569595992565155029296875,anonymous,EN,,,,,,,,,,5e574010f269721002764a53,Male,5-10 years,20-59,Postgraduate,$50-$100k,White,50,
2022-04-06 16:39:31,2022-04-06 16:41:00,IP Address,76.115.45.184,100,88,True,2022-04-06 16:41:03,R_1PcnwvTsdNt4T43,,,,,44.6554000000000002046363078989088535308837890625,-123.1350000000000051159076974727213382720947265625,anonymous,EN,,,,,,,,,,5da497568034e40011366267,Male,1-5 years,20-59,Undergraduate,$50-$100k,White,36,
2022-04-06 16:40:11,2022-04-06 16:41:13,IP Address,172.220.30.22,100,61,True,2022-04-06 16:41:13,R_3KPJA3aFDVOIYgV,,,,,43.18990000000000151203494169749319553375244140625,-89.21850000000000591171556152403354644775390625,anonymous,EN,5f3eeb74bfbc021a779796d2,Female,5-10 years,20-59,Undergraduate,$50-$100k,White,26,,,,,,,,,,
2022-04-06 16:37:36,2022-04-06 16:41:20,IP Address,96.231.243.193,100,223,True,2022-04-06 16:41:20,R_2B3hbrw5NH8Eeag,,,,,38.71900000000000119371179607696831226348876953125,-77.1067000000000035697667044587433338165283203125,anonymous,EN,,,,,,,,,,"5c95970cd676900016e1a940 ",Female,1-5 years,20-59,Postgraduate,$100-$150k,Black,61,
2022-04-06 16:40:01,2022-04-06 16:41:26,IP Address,24.60.132.175,100,84,True,2022-04-06 16:41:26,R_Au66t2FPCOHmD0B,,,,,42.96209999999999951114659779705107212066650390625,-71.4489999999999980673237587325274944305419921875,anonymous,EN,,,,,,,,,,6078163f1e585e4f71e3b879,Female,5-10 years,60+,Associate,$50-$100k,White,29,
2022-04-06 16:40:23,2022-04-06 16:41:31,IP Address,107.15.243.146,100,68,True,2022-04-06 16:41:32,R_2YFgFBM6iPeunz3,,,,,36.02289999999999992041921359486877918243408203125,-78.9463999999999970214048516936600208282470703125,anonymous,EN,5f59238e202b4d13191b6852,Male,10+ years,20-59,Postgraduate,$50-$100k,Black,50,,,,,,,,,,
2022-04-06 16:40:55,2022-04-06 16:41:32,IP Address,24.234.45.146,100,37,True,2022-04-06 16:41:32,R_3QMnNqWIcdQTrRG,,,,,35.902500000000003410605131648480892181396484375,-115.1788999999999987267074175179004669189453125,anonymous,EN,,,,,,,,,,5ab5a51be1546900019b59ff,Male,10+ years,20-59,Undergraduate,$50-$100k,Asian,90,
2022-04-06 16:40:27,2022-04-06 16:41:38,IP Address,208.103.66.13,100,71,True,2022-04-06 16:41:38,R_3D5bySF1yeP26z7,,,,,41.34949999999999903366187936626374721527099609375,-72.1029999999999944293449516408145427703857421875,anonymous,EN,,,,,,,,,,6109bec4a04c1b57eb2aec5e,Female,0-1 year,20-59,High School,$50-$100k,White,54,
2022-04-06 16:41:45,2022-04-06 16:42:13,IP Address,73.32.73.144,100,28,True,2022-04-06 16:42:13,R_1msJNUS2ZgWehdn,,,,,29.571999999999999175770426518283784389495849609375,-95.5400000000000062527760746888816356658935546875,anonymous,EN,5c11f8202b16ba0001c8b764,Female,1-5 years,20-59,Undergraduate,$100-$150k,Asian,60,,,,,,,,,,
2022-04-06 16:41:28,2022-04-06 16:42:13,IP Address,136.52.97.20,100,45,True,2022-04-06 16:42:14,R_1hEiL9pHXqHfZ33,,,,,33.70150000000000289901436190120875835418701171875,-117.7527999999999934743755147792398929595947265625,anonymous,EN,,,,,,,,,,604ee59f18fc6d21a2d04a60,Male,10+ years,20-59,Postgraduate,$100-$150k,White,60,
2022-04-06 16:41:18,2022-04-06 16:42:18,IP Address,107.11.38.6,100,60,True,2022-04-06 16:42:19,R_WCkQy3mjC9JblZf,,,,,40.18730000000000046611603465862572193145751953125,-82.989900000000005775291356258094310760498046875,anonymous,EN,5f4b52e323952f0008e0fd48,Female,1-5 years,20-59,Undergraduate,$50-$100k,White,61,,,,,,,,,,
2022-04-06 16:42:13,2022-04-06 16:43:25,IP Address,206.126.221.28,100,71,True,2022-04-06 16:43:26,R_3324hWBXbraOOVx,,,,,44.70190000000000196678229258395731449127197265625,-88.4569999999999936335370875895023345947265625,anonymous,EN,5dd3535f41afe835d31b6610,Male,10+ years,20-59,High School,$50-$100k,White,15,,,,,,,,,,
2022-04-06 16:42:08,2022-04-06 16:43:27,IP Address,68.99.22.75,100,79,True,2022-04-06 16:43:28,R_BAk7353Q55Aqo4p,,,,,41.14840000000000230784280574880540370941162109375,-95.90670000000000072759576141834259033203125,anonymous,EN,,,,,,,,,,55dc915b50a1f7001190ddb4,Male,5-10 years,20-59,Undergraduate,$50-$100k,White,55,
2022-04-06 16:40:52,2022-04-06 16:43:38,IP Address,24.151.88.119,100,166,True,2022-04-06 16:43:39,R_W2I2WDXsRJaDARj,,,,,41.84669999999999845385900698602199554443359375,-73.017799999999994042809703387320041656494140625,anonymous,EN,,,,,,,,,,5dd7052c7fb58b000eb7c09f,Male,10+ years,20-59,High School,<$25k,Hispanic,57,
2022-04-06 16:42:38,2022-04-06 16:43:41,IP Address,204.60.24.15,100,63,True,2022-04-06 16:43:41,R_W2GU4lHxhmEIN6F,,,,,30.129400000000000403588273911736905574798583984375,-95.423799999999999954525264911353588104248046875,anonymous,EN,5e7ccba0726b2a32587ab3db,Male,5-10 years,20-59,Undergraduate,$50-$100k,Hispanic,24,,,,,,,,,,
2022-04-06 16:42:32,2022-04-06 16:44:12,IP Address,98.216.0.53,100,100,True,2022-04-06 16:44:13,R_3JDy9m8Z6A0KAnq,,,,,42.375,-70.9756000000000000227373675443232059478759765625,anonymous,EN,,,,,,,,,,58db227dc207720001e2f63a,Male,10+ years,20-59,Postgraduate,$50-$100k,White,57,
2022-04-06 16:42:58,2022-04-06 16:44:13,IP Address,107.12.136.83,100,75,True,2022-04-06 16:44:14,R_30f1t7da0RcHUi6,,,,,34.7770000000000010231815394945442676544189453125,-77.376900000000006230038707144558429718017578125,anonymous,EN,5eb2220339aaed38706d2ed5,Female,0-1 year,60+,High School,$50-$100k,White,70,,,,,,,,,,
2022-04-06 16:42:33,2022-04-06 16:44:13,IP Address,104.63.239.14,100,100,True,2022-04-06 16:44:14,R_1mWsS3Yu84B1WGt,,,,,30.2393000000000000682121026329696178436279296875,-95.540899999999993497112882323563098907470703125,anonymous,EN,,,,,,,,,,5d069f2f041328001a7815be,Male,10+ years,60+,High School,$25-$50k,White,40,
2022-04-06 16:42:27,2022-04-06 16:44:21,IP Address,72.234.195.104,100,113,True,2022-04-06 16:44:21,R_2WJ4jfilW3all1G,,,,,21.2984000000000008867573342286050319671630859375,-157.696200000000004592948243953287601470947265625,anonymous,EN,5d5d431608a4b10016285091,Female,10+ years,60+,Associate,$25-$50k,White,15,,,,,,,,,,
2022-04-06 16:42:34,2022-04-06 16:44:21,IP Address,23.87.33.2,100,107,True,2022-04-06 16:44:21,R_0Dr3PJxNRI5LUDn,,,,,37.75099999999999766941982670687139034271240234375,-97.8220000000000027284841053187847137451171875,anonymous,EN,,,,,,,,,,5cf6231511ba980001e3aa3d,Female,1-5 years,20-59,Undergraduate,$50-$100k,White,15,
2022-04-06 16:44:05,2022-04-06 16:44:34,IP Address,74.134.33.160,100,29,True,2022-04-06 16:44:35,R_2VDCje21sGKSYJL,,,,,37.15039999999999764668245916254818439483642578125,-84.5228000000000037061909097246825695037841796875,anonymous,EN,,,,,,,,,,5e2b3e22a8f85318c2429121,Female,1-5 years,20-59,High School,$50-$100k,White,19,
2022-04-06 16:43:52,2022-04-06 16:44:42,IP Address,71.114.153.175,100,49,True,2022-04-06 16:44:42,R_AiYR4VnbfCBWgKt,,,,,40.29950000000000187583282240666449069976806640625,-76.5867999999999966576069709844887256622314453125,anonymous,EN,5e641e41de78961a95ffc6f8,Non-binary,0-1 year,20-59,High School,$25-$50k,White,100,,,,,,,,,,
2022-04-06 16:41:47,2022-04-06 16:44:49,IP Address,96.227.48.132,100,182,True,2022-04-06 16:44:50,R_331iLd1znvLEfoE,,,,,39.98100000000000164845914696343243122100830078125,-75.1698999999999983856469043530523777008056640625,anonymous,EN,,,,,,,,,,605bc8caf9e0b0f799baf6da,Male,10+ years,20-59,Undergraduate,$150k+,White,20,
2022-04-06 16:44:32,2022-04-06 16:45:06,IP Address,74.143.188.3,100,34,True,2022-04-06 16:45:06,R_2fleTpGHO7Of8XP,,,,,37.96430000000000148929757415316998958587646484375,-84.4702999999999946112438919954001903533935546875,anonymous,EN,5f77b243c99f31316e4cae58,Male,5-10 years,20-59,Postgraduate,$50-$100k,Black,51,,,,,,,,,,
2022-04-06 16:44:37,2022-04-06 16:45:14,IP Address,108.88.39.241,100,37,True,2022-04-06 16:45:15,R_2f7O8hJQzvxEOlF,,,,,39.13969999999999771489456179551780223846435546875,-86.5140999999999991132426657713949680328369140625,anonymous,EN,60fee6ac4251e521b4546f1d,Female,1-5 years,20-59,Undergraduate,$50-$100k,White,20,,,,,,,,,,
2022-04-06 16:43:35,2022-04-06 16:45:16,IP Address,73.127.223.244,100,101,True,2022-04-06 16:45:17,R_RIYoUe3yvNTmV0Z,,,,,35.1871000000000009322320693172514438629150390625,-106.665899999999993497112882323563098907470703125,anonymous,EN,60c417aec3690a7973af2570,Male,1-5 years,20-59,High School,<$25k,Hispanic,10,,,,,,,,,,
2022-04-06 16:44:27,2022-04-06 16:45:20,IP Address,76.206.205.65,100,53,True,2022-04-06 16:45:20,R_3JF9BT1tnxBYsz3,,,,,33.21090000000000230784280574880540370941162109375,-117.2232000000000056161297834478318691253662109375,anonymous,EN,,,,,,,,,,60fdc40f41e8e10a0ddabb22,Female,1-5 years,20-59,Associate,$25-$50k,Other,33,
2022-04-06 16:44:40,2022-04-06 16:45:23,IP Address,98.24.112.70,100,42,True,2022-04-06 16:45:23,R_2Vz4046IgNwTcFD,,,,,35.24159999999999826059138285927474498748779296875,-81.2181000000000068439476308412849903106689453125,anonymous,EN,6108ef831e373bf7435f9134,Female,1-5 years,20-59,High School,$50-$100k,Black,51,,,,,,,,,,
2022-04-06 16:43:37,2022-04-06 16:45:29,IP Address,174.240.52.108,100,111,True,2022-04-06 16:45:29,R_3HTdafEJEQ58A4f,,,,,28.634399999999999408828443847596645355224609375,-81.6221000000000032059688237495720386505126953125,anonymous,EN,,,,,,,,,,5de7fc0a75ce6e80152f80cf,Male,1-5 years,20-59,High School,$25-$50k,White,30,
2022-04-06 16:45:07,2022-04-06 16:45:34,IP Address,174.198.11.215,100,26,True,2022-04-06 16:45:34,R_2w7jtxRPSKm8ecu,,,,,40.0711000000000012732925824820995330810546875,-75.2051000000000016143530956469476222991943359375,anonymous,EN,,,,,,,,,,5d1c31bab6a81c001af88564,Female,1-5 years,20-59,High School,$50-$100k,White,23,
2022-04-06 16:44:37,2022-04-06 16:45:36,IP Address,128.4.101.194,100,58,True,2022-04-06 16:45:36,R_2Tt0qSgSXdPFFSx,,,,,39.7006999999999976580511429347097873687744140625,-75.7419000000000011141310096718370914459228515625,anonymous,EN,,,,,,,,,,5c50c73cecd461000198fea1,Male,1-5 years,20-59,Undergraduate,$50-$100k,White,80,
2022-04-06 16:44:22,2022-04-06 16:45:37,IP Address,172.58.175.134,100,75,True,2022-04-06 16:45:38,R_2dfLyKXYdOqCDXM,,,,,25.77929999999999921556081972084939479827880859375,-80.2087999999999965439201332628726959228515625,anonymous,EN,59f0acf65de9b000017ed914,Female,1-5 years,20-59,Undergraduate,$50-$100k,White,60,,,,,,,,,,
2022-04-06 16:44:26,2022-04-06 16:45:39,IP Address,23.28.135.160,100,72,True,2022-04-06 16:45:39,R_4UB1tXlnLjxJ0Nr,,,,,41.4343999999999965666575008071959018707275390625,-81.6372999999999962028596200980246067047119140625,anonymous,EN,,,,,,,,,,60199dc499b0a7105341be00,Female,1-5 years,20-59,Postgraduate,$50-$100k,White,50,
